CAPSULE_TEXT,GENRE_NAME,PRICE_RATE,CATALOG_PRICE,DISCOUNT_PRICE,DISPFROM,DISPEND,DISPPERIOD,VALIDFROM,VALIDEND,VALIDPERIOD,USABLE_DATE_MON,USABLE_DATE_TUE,USABLE_DATE_WED,USABLE_DATE_THU,USABLE_DATE_FRI,USABLE_DATE_SAT,USABLE_DATE_SUN,USABLE_DATE_HOLIDAY,USABLE_DATE_BEFORE_HOLIDAY,large_area_name,ken_name,small_area_name,COUPON_ID_hash,DISPFROM_UNIX
b'Food',b'Food',50,5000,2500,2011-07-21 12:00:00,2011-07-23 12:00:00,2,2011-07-24,2011-11-30,129.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kyusyu,hukuoka,hukuoka,30bcacc6cb48ffd08a8c495bff6534c8,1311206400
b'Food',b'Food',60,2500,1000,2011-09-26 12:00:00,2011-09-28 12:00:00,2,2011-09-29,2012-03-26,179.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,tokai,aichi,aichi,5b62c9549a9b98b4ee5adc4fa109e924,1316995200
b'Food',b'Food',50,8000,4000,2011-07-07 12:00:00,2011-07-10 12:00:00,3,2011-07-11,2011-11-30,142.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_shinjuku,324766d5ca086bca2547f5b8e3fda62d,1309996800
b'Food',b'Food',50,1000,500,2011-07-02 12:00:00,2011-07-05 12:00:00,3,2011-07-06,2011-10-03,89.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,kanto,tochigi,tochigi,abcdb6b43d804d8f244b06b64e9b7fe9,1309564800
b'Food',b'Food',50,2500,1250,2011-07-03 12:00:00,2011-07-04 12:00:00,1,2011-07-05,2011-12-08,156.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_shinjuku,1ca656344cde03130fd248dde02d4138,1309651200
b'Food',b'Food',50,1980,990,2011-07-14 12:00:00,2011-07-17 12:00:00,3,2011-07-18,2011-11-30,135.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,kansai,osaka,osaka_minami,9e770cf1bc1d3e3f4cc90afba9b26e7a,1310601600
b'Food',b'Food',50,5000,2500,2011-09-01 12:00:00,2011-09-04 12:00:00,3,2011-09-05,2012-01-31,148.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,kanto,tokyo,tokyo_ginza,00dab4a65b2456116826ad78a77f11b9,1314835200
b'Food',b'Food',56,4585,2000,2011-11-02 12:00:00,2011-11-04 12:00:00,2,2011-11-05,2012-01-07,63.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,kanto,tokyo,tokyo_ginza,4b7ebb0c4b4fa6a824857286fa47c0fd,1320192000
b'Food',b'Food',50,5000,2500,2011-07-27 12:00:00,2011-07-29 12:00:00,2,2011-07-30,2011-10-31,93.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kyusyu,hukuoka,hukuoka,8776f1804930eaf921a8b534edfdacd6,1311724800
b'Food',b'Food',50,4200,2100,2011-09-16 12:00:00,2011-09-19 12:00:00,3,2011-09-20,2012-03-17,179.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,kanto,tokyo,tokyo_shibuya,9db8e01d6244e2c0a552fdfeb2a57b33,1316131200
b'Food',b'Food',30,2600,1820,2011-09-26 12:00:00,2011-09-28 12:00:00,2,2011-09-29,2011-11-30,62.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_ebisu,17376b6660024ef8e84893cd7d7ed7fa,1316995200
b'Food',b'Food',56,8000,3500,2011-07-25 12:00:00,2011-07-28 12:00:00,3,2011-07-29,2011-11-15,109.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,kanto,tokyo,tokyo_ginza,919ae6b6af81a6b251a6d976ce5fe647,1311552000
b'Food',b'Food',50,4232,2100,2011-09-13 12:00:00,2011-09-16 12:00:00,3,2011-09-17,2012-03-14,179.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_ginza,71167a529964c9a2110ab9fb3fef4839,1315872000
b'Food',b'Food',50,6300,3150,2011-09-20 12:00:00,2011-09-23 12:00:00,3,2011-09-24,2012-03-21,179.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,kanto,tokyo,tokyo_ginza,b066c498ae5363648fa36ddf0553aeaa,1316476800
b'Food',b'Food',50,6300,3150,2011-09-25 12:00:00,2011-09-28 12:00:00,3,2011-09-29,2012-03-26,179.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,kanto,tokyo,tokyo_shinjuku,4028578e1dba4c53e428ca93093e50d6,1316908800
b'Food',b'Food',50,6000,3000,2011-07-12 12:00:00,2011-07-15 12:00:00,3,2011-07-18,2011-09-29,73.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,kanto,tokyo,tokyo_ikebukuro,60aa08a55889b0cee783dc6063095159,1310428800
b'Food',b'Food',50,6000,3000,2011-07-08 12:00:00,2011-07-11 12:00:00,3,2011-07-12,2011-09-29,79.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,kanto,tokyo,tokyo_ikebukuro,76ef48ce34b74132785f1313321ef831,1310083200
b'Food',b'Food',50,6000,3000,2011-07-04 12:00:00,2011-07-06 12:00:00,2,2011-07-07,2011-09-30,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_shinjuku,d726b5940cfbe860822624080ddb32b3,1309737600
b'Food',b'Food',52,16940,8000,2011-08-05 12:00:00,2011-08-09 12:00:00,4,2011-08-10,2011-11-30,112.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_ebisu,b9c4b3a5219982dbe51b0341945500ce,1312502400
b'Food',b'Food',52,3350,1600,2011-09-20 12:00:00,2011-09-22 12:00:00,2,2011-09-23,2012-03-20,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_shinjuku,98a03d63ea1f96ec2890f0707c63ae6c,1316476800
b'Food',b'Food',50,7000,3500,2011-07-09 12:00:00,2011-07-12 12:00:00,3,2011-07-13,2011-09-22,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_ginza,b00b28a7d719163bd802107a0166ad9d,1310169600
b'Food',b'Food',50,2010,1000,2011-09-09 12:00:00,2011-09-12 12:00:00,3,2011-09-13,2012-03-10,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kyusyu,hukuoka,hukuoka,4b47c0735ce9e3d9150b3ee63331cfdb,1315526400
b'Food',b'Food',90,5000,500,2011-07-06 12:00:00,2011-07-07 12:00:00,1,2011-07-08,2011-12-30,175.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kyusyu,hukuoka,hukuoka,eb0ce0c46f4e18048b4aa63d07759e98,1309910400
b'Food',b'Food',50,5775,2880,2011-09-15 12:00:00,2011-09-22 12:00:00,7,2011-09-24,2012-02-29,158.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_akasaka,43c0b20de767a0d3009cb5c6d00410f7,1316044800
b'Food',b'Food',54,8470,3850,2011-09-09 12:00:00,2011-09-12 12:00:00,3,2011-09-13,2012-02-29,169.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_shibuya,68743bf5b4897f30e6817a50400c1d14,1315526400
b'Food',b'Food',50,2500,1250,2011-09-17 12:00:00,2011-09-19 12:00:00,2,2011-09-20,2012-02-29,162.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,hokkaido,hokkaido,hokkaido,7e689bdee6322e9eb43926df80cfde00,1316217600
b'Food',b'Food',40,3300,1980,2011-07-13 12:00:00,2011-07-15 12:00:00,2,2011-07-19,2011-10-31,104.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,kansai,osaka,osaka_minami,6e63e07ce73d2da81cc3a79aca90fc5e,1310515200
b'Food',b'Food',50,7000,3500,2011-09-01 12:00:00,2011-09-05 12:00:00,4,2011-09-06,2012-02-29,176.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,kanto,kanagawa,kanagawa_yokohama,bb6c3480a85c72721e3288a1bed44cb5,1314835200
b'Food',b'Food',50,2400,1200,2011-07-17 12:00:00,2011-07-19 12:00:00,2,2011-07-20,2011-10-31,103.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,kanto,kanagawa,kanagawa_yokohama,6938f9edefa8c3632dc96b1c11e7779a,1310860800
b'Food',b'Food',52,2340,1100,2011-08-29 12:00:00,2011-08-31 12:00:00,2,2011-09-01,2012-02-26,178.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,a3f7b2f00eb95d7264c10ec43d60ec41,1314576000
b'Food',b'Food',50,4000,1980,2011-07-22 12:00:00,2011-07-24 12:00:00,2,2011-07-25,2011-11-30,128.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,hokkaido,hokkaido,hokkaido,a03777210de5b5dd07d390c2142199c9,1311292800
b'Food',b'Food',50,6400,3200,2011-09-17 12:00:00,2011-09-20 12:00:00,3,2011-09-21,2011-12-08,78.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,kanto,tokyo,tokyo_shibuya,a2033751b75aaca64c8dd0654a01683e,1316217600
b'Food',b'Food',50,3150,1575,2011-09-20 12:00:00,2011-09-22 12:00:00,2,2011-09-25,2011-11-30,66.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,tohoku,miyagi,miyagi,a21f8b6501cca00dd1fce19b30e109fd,1316476800
b'Food',b'Food',51,6000,2900,2011-09-21 12:00:00,2011-09-25 12:00:00,4,2011-09-26,2011-11-30,65.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,tohoku,miyagi,miyagi,51282083dc8c6a470fb69dff63c20dda,1316563200
b'Food',b'Food',50,1400,700,2011-09-26 12:00:00,2011-09-28 12:00:00,2,2011-09-29,2012-03-25,178.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,186400cc323b50569a0bf7918fe33b88,1316995200
b'Food',b'Food',50,7425,3712,2011-08-31 12:00:00,2011-09-02 12:00:00,2,2011-09-04,2011-11-30,87.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,57133b3fafd12c69e8958fe82dbbd5a4,1314748800
b'Food',b'Food',51,2010,980,2011-09-20 12:00:00,2011-09-22 12:00:00,2,2011-10-03,2012-03-22,171.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,hokkaido,hokkaido,hokkaido,2e9f45a31fae751a1162ba83a8074a95,1316476800
b'Food',b'Food',50,6000,2980,2011-09-01 12:00:00,2011-09-04 12:00:00,3,2011-09-05,2012-03-02,179.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,hokkaido,hokkaido,hokkaido,6026308cd75c28da199e68e2f75b3c70,1314835200
b'Food',b'Food',58,6000,2500,2011-06-30 12:00:00,2011-07-02 12:00:00,2,2011-07-03,2011-12-29,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,c6efaa51985f5589ca5417a3faf25acc,1309392000
b'Food',b'Food',86,3454,480,2011-09-20 12:00:00,2011-09-23 12:00:00,3,2011-10-03,2012-02-29,149.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,kanto,tochigi,tochigi,ec6e3e31f858e04b7cbf3f322bdf057d,1316476800
b'Food',b'Food',50,5500,2750,2011-09-02 12:00:00,2011-09-05 12:00:00,3,2011-09-06,2012-02-05,152.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,hokkaido,hokkaido,hokkaido,b0fae8092d5e8c5aeef142b8ae601746,1314921600
b'Food',b'Food',58,6000,2500,2011-07-19 12:00:00,2011-07-22 12:00:00,3,2011-07-28,2011-11-30,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_ginza,94cc01201e1155f41bd20546f8173608,1311033600
b'Food',b'Food',50,3160,1580,2011-10-03 12:00:00,2011-10-05 12:00:00,2,2011-10-06,2012-04-02,179.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,kanto,tokyo,tokyo_ginza,aef7fe0d17ab317a04220163395c1f37,1317600000
b'Food',b'Food',50,4960,2480,2011-09-22 12:00:00,2011-09-25 12:00:00,3,2011-10-03,2012-02-29,149.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,kanto,tochigi,tochigi,067ffe97895f1d0c1a6a0248f50c0f64,1316649600
b'Food',b'Food',50,6000,2980,2011-07-28 12:00:00,2011-08-04 12:00:00,7,2011-08-07,2011-11-30,115.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,hokkaido,hokkaido,hokkaido,0758ea14a79072003f71cb3bb0aadbe9,1311811200
b'Food',b'Food',50,4480,2240,2011-07-08 12:00:00,2011-07-15 12:00:00,7,2011-07-16,2011-11-30,137.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,kyusyu,hukuoka,hukuoka,e38d843c1c128cebeb877ec584429e26,1310083200
b'Food',b'Food',50,3000,1500,2011-09-15 12:00:00,2011-09-18 12:00:00,3,2011-09-20,2012-01-31,133.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,tohoku,hukushima,hukushima,79e1b23441263f7541fd42c3af900780,1316044800
b'Food',b'Food',50,2000,1000,2011-09-02 12:00:00,2011-09-04 12:00:00,2,2011-09-07,2012-02-27,173.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,3a3d0578e855845b3c97b2466764889a,1314921600
b'Food',b'Food',52,1050,500,2011-07-16 12:00:00,2011-07-19 12:00:00,3,2011-08-02,2011-10-31,90.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kyusyu,ooita,ooita,0602f115aa3220db7cc16930f5f1326c,1310774400
b'Food',b'Food',50,3000,1500,2011-09-26 12:00:00,2011-09-29 12:00:00,3,2011-10-03,2012-01-31,120.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,shikoku,kouchi,kouchi,281879ab68cbc08fc60fd1aa9f25b898,1316995200
b'Food',b'Food',50,3090,1540,2011-07-07 12:00:00,2011-07-09 12:00:00,2,2011-07-10,2011-10-10,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_shinjuku,07401c04a7d444eec3f8b6cfaa9347de,1309996800
b'Food',b'Food',50,5000,2500,2011-07-20 12:00:00,2011-07-22 12:00:00,2,2011-07-23,2011-11-24,124.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,hokkaido,hokkaido,hokkaido,26323d52231519d34290d2dd0ce9ae43,1311120000
b'Food',b'Food',50,2500,1250,2011-09-01 12:00:00,2011-09-03 12:00:00,2,2011-09-06,2012-02-29,176.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,hokkaido,hokkaido,hokkaido,18ce2c7fa0c2b5102328e553008ecb9f,1314835200
b'Food',b'Food',52,1880,900,2011-08-23 12:00:00,2011-08-25 12:00:00,2,2011-08-26,2011-11-30,96.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,hokkaido,hokkaido,hokkaido,f31a5da396b904b4a2f6ecdf8e49389f,1314057600
b'Food',b'Food',50,5000,2500,2011-07-02 12:00:00,2011-07-04 12:00:00,2,2011-07-05,2011-11-30,148.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,tokai,aichi,aichi,18d8f4217a5ce67a143498507f4ea51d,1309564800
b'Food',b'Food',50,1960,980,2011-09-03 12:00:00,2011-09-05 12:00:00,2,2011-09-06,2011-11-30,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,hokkaido,hokkaido,hokkaido,39a58c943591d2357afd469af8a78f35,1315008000
b'Food',b'Food',52,3180,1500,2011-07-07 12:00:00,2011-07-08 12:00:00,1,2011-07-09,2011-09-30,83.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,2c8b5dd98024d6e0b8ea9ad4e7795b11,1309996800
b'Food',b'Food',50,2800,1400,2011-07-14 12:00:00,2011-07-16 12:00:00,2,2011-07-17,2011-10-31,106.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,7ef697780abc0d945e065e4ace3c5f1e,1310601600
b'Food',b'Food',50,2770,1380,2011-09-22 12:00:00,2011-09-24 12:00:00,2,2011-09-25,2012-02-29,157.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,hokkaido,hokkaido,hokkaido,3dd73fa794f949e04a41b52667d442f9,1316649600
b'Food',b'Food',50,4000,2000,2011-09-28 12:00:00,2011-10-01 12:00:00,3,2011-10-02,2012-02-29,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_ginza,6e9a5bfbb1be45a2e610a41c26107fe3,1317168000
b'Food',b'Food',50,3000,1500,2011-07-13 12:00:00,2011-07-16 12:00:00,3,2011-07-17,2011-10-31,106.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_tachikawa,471cd5153363e987d1bbd9224e4996ed,1310515200
b'Food',b'Food',69,9900,3000,2011-09-27 12:00:00,2011-09-29 12:00:00,2,2011-09-30,2012-03-27,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_tachikawa,f780fd788e8fbf4a39371e4692ec6ab1,1317081600
b'Food',b'Food',51,6550,3200,2011-07-16 12:00:00,2011-07-18 12:00:00,2,2011-07-19,2012-01-14,179.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,kanto,tokyo,tokyo_tachikawa,2c96a9bb4030efb8608332f13fe4816d,1310774400
b'Food',b'Food',51,3708,1800,2011-08-03 12:00:00,2011-08-06 12:00:00,3,2011-08-07,2012-02-02,179.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_tachikawa,156219b6e410fc1f2d8716dbd39595ba,1312329600
b'Food',b'Food',50,4760,2380,2011-07-15 12:00:00,2011-07-18 12:00:00,3,2011-07-19,2012-01-14,179.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,kanto,tokyo,tokyo_tachikawa,ae40fa4ca8994fda1431808f0693a8d3,1310688000
b'Food',b'Food',51,7171,3480,2011-09-19 12:00:00,2011-09-22 12:00:00,3,2011-09-23,2012-03-20,179.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,kanto,tokyo,tokyo_shibuya,9b66d0d2fa08dd7060419de054fcbc78,1316390400
b'Food',b'Food',50,10000,4980,2011-09-12 12:00:00,2011-09-14 12:00:00,2,2011-09-15,2012-03-12,179.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,hokkaido,hokkaido,hokkaido,98d43e79d7bb5110dfe74edd1c48d805,1315785600
b'Food',b'Food',84,1290,199,2011-07-14 12:00:00,2011-07-16 12:00:00,2,2011-07-17,2011-09-30,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_ginza,15e8005b9bd30bc1f6040af6c7a1d371,1310601600
b'Food',b'Food',84,1290,199,2011-07-12 12:00:00,2011-07-14 12:00:00,2,2011-07-15,2011-09-30,77.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,kanto,tokyo,tokyo_ginza,a10a83f8eadb135651e67e5b031f88f7,1310428800
b'Food',b'Food',50,6000,2980,2011-09-22 12:00:00,2011-09-24 12:00:00,2,2011-09-26,2012-02-28,155.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,hokkaido,hokkaido,hokkaido,d69c40f169661de6606decb73cda901b,1316649600
b'Food',b'Food',50,4000,2000,2011-07-11 12:00:00,2011-07-13 12:00:00,2,2011-07-14,2011-11-30,139.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,hokkaido,hokkaido,hokkaido,4be0697680e641b21325628960f9ad05,1310342400
b'Food',b'Food',50,3300,1650,2011-09-24 12:00:00,2011-09-26 12:00:00,2,2011-09-27,2012-03-24,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,0648c05caa26c2533fc695f9d7d5f672,1316822400
